#ds	normo ipo iper concordanza	kappa
0	1	10	18	17.24	-31.94
0.5	2	10	17	13.79	-37.31
1	2	10	17	13.79	-37.31
1.5	5	9	15	13.79	-40.1
2	9	8	12	27.59	-23.15
2.5	13	6	10	37.93	-15.1
3	15	5	9	44.83	-8.28
3.5	20	5	4	55.17	-3.71
4	22	4	3	62.07	2.74
4.5	24	2	3	68.97	8.74
5	24	2	3	68.97	8.74
5.5	25	2	2	65.52	-8.41
6	26	2	1	68.97	-5.24
6.5	27	2	0	72.41	-1.98
7	27	2	0	72.41	-1.98
7.5	28	1	0	72.41	-14
8	28	1	0	72.41	-14
8.5	28	1	0	72.41	-14
9	28	1	0	72.41	-14
9.5	28	1	0	72.41	-14
10	29	0	0	75.86	-13.73
